name,experience,rating,review_text,likes,review_title,Unnamed: 4,Unnamed: 5
Martin L,,5,"Recomiendo la aerolinea! Tanto a la ida como a la vuelta todo excelente (a la vuelta llegamos 30min antes) Embarque, despacho de valijas, atención de la tripulación excelentes, sin quejas. Vamos a volver a viajar! Lo usamos como conexión a otro vuelo. Recomendamos. Gracias!",,Cordoba a Puerto Iguazu,,
Anaa G,,5,"Por se runa aerolinea low cost, super bien el vuelo, a horario salimos y llegamos, el servicio a bordo excelente te ofrecen de todo un para consumir teniendo opciones varias.",,Muy Buen servicio a bordo,,
Carlos M,,4,"me  sorprendió la buena atención en el aeropuerto EL Palomar, como asi también la tripulación y la puntualidad.
Muy conforme con el servicio",,Muy buena atención en tierra y a bordo. Excelentes precios y puntualidad,,
sanszalai,,4,A tiempo y excelente y practica organización para vuelos domésticos. Se debe hacer absolutamente todo por internet inclusive pagar por el equipaje.,,Buena experiencia,,
Daniel I,,4,"El vuelo fue de acuerdo a lo esperado. Bueno.
La atención de los jóvenes del mostrador en el aeropuerto de El Palomar fue desagradable.
NO SE DEBE atender a los pasajeros, hablando con los compañeros de trabajo.
El cliente, no existe.
No recibí ni un ""buen día"" . . ni pensar en un ""buen viaje""
Casi todos estaban en la misma situación. Pero la señorita rubia que nos atendió fue un desastre.
Por el contrario las chicas de San Carlos de Bariloche, fueron muy atentas.",,Hay que darle pautas a los chicos de como atender al público,,
Agostina L,,4,"No le tenía nada de fe a Flybondí. Saque el pasaje por esa compañía solamente por una cuestión de precio; era feriado y otras aerolíneas no bajaban de $15.000. A la ida el vuelo salió 2 horas más tarde, pero el cambio se hizo con mucha anticipación, de modo que no me complicó en lo más mínimo (en vez de salir a las 19 horas salió a las 21) y el vuelo de regreso salió incluso 10 minutos antes de lo pautado de modo que llegamos perfectamente a horario. No tengo quejas al respecto. De haber una diferencia de tarifa considerable como en este caso volvería a comprar pasaje de Flybondi.",,Me sorprendió para bien,,
Emilio D,,4,"Primera experiencia con esta aerolínea, en realidad salimos desde El Palomar (no aparece entre las opciones de aeropuerto). Es un aeropuerto muy chico, necesita ser ampliado con urgencia porque la demanda de estos vuelos es enorme. Por esta razón, sugiero no ir demasiado tiempo antes de volar. 
El vuelo en sí fue muy bueno, personal muy amable aunque un tanto inexperto. Los horarios se cumplieron. Vale la pena por precio-calidad.",,Vuelo Buenos Aires Bariloche,,
Juliana C,,1,"Essa empresa não deveria estar no mercado! Aviões velhos, manutenção do avião à desejar. Nosso voo deu pane tanto na ida quanto na volta, tivemos que pousar em Córdoba para sanar a pane do avião. Aviões sujos, atrasos, remarcação de horário, medo de voar flybondi! Não voem, me senti numa roleta russa! ",,Não voem flybondi,,
Claudio-DQM,,5,"Departure  was from EPA (El Palomar Airport ) AEP as let me write trip advisor . 
Despite all the bad comments received about the new low cost company we were very happy to departure and decolage on time , flight was more than ok in both directions .",,HOLIDAYS IN MENDOZA,,
Harlings,,1,"We finally finally arrived in Cordoba at 00:55 on the 15-Nov when it should have been 16:00 on the 14 Nov.
You took our payment twice, moved our flight times by more than 5 hours without letting us know, added another 1,200 ARS for 2 cabin sized suitcases then delayed our take-off by 90 minutes. This made us miss picking up our car rental in Cordoba and having to pay 350 ARS for a taxi.
So we paid 3,761 ARS for a 600 km journey, missed picking up our rental car and taking a taxi all because you didn’t inform us of your flight changes so that we could make alternative plans.",,Pick any airline but NOT Flybond..,,
GerardAms,,1,"Vlucht van 1800 naar El Palomar was geannuleerd wegens technisch probleem, en daarna geen nieuwe bemanning aanwezig die nog mocht werken ivm reeds gemaakte uren.
Vlucht was opnieuw gepland voor 04:00 maar bij aankomst luchthaven hoorden we dat er weer een vertraging is van meerdere uren. Zit nu nog te wachten wat er gaat gebeuren.",,Wat een slechte maatschappij,,
Rebe H,,1,"Desde la 10 de la mañana en el aeropuerto son las tres de la madrugada y no sale el vuelo no dan explicaciones, y no lo cancelan. Te ofrecen unaa milanesas de mierda y buscate la vida. Son lo PEOR! NO VIAJEN!!!",,¡EL PEOR VIAJE DE MI VIDA!,,
Carla M,,1,No te dejes tentar por los buenos precios. Te cambian el horario del vuelo todo el tiempo. Cero confiable.,,Cambios de horarios.,,
Melina G,,5,"Flybondi me sorprendió gratamente. Un buen servicio, salida a horario, trato muy amigable, avión limpio y en condiciones.",,Volvería,,
Pierre-marie.boudet,,1,"Low cost pero low service tambien! A la ida tuvimos problemas technicos con el motor del avion que tiene 18 anos... 10 horas de retraso! Compensation nada. Si, te dan un baso de agua porque tambien el agua se paga normalemente con ellos... Todo se paga! A la vuelta 2 horas de retraso. El peor es que compramos el billete con un error de fecha y que para cambiar el billete debimos pagar 400 euros(18000$ar) ademas lo que fue el precio de ida y vuelta! Menos mal, los asafates y stewards son muy sympaticos. Pero para mi, nunca mas esta compania.",,Beaucoup de retards et services minimum,,
mathew477,,4,"aspectos positivos:
- si vas con auto podes dejarlo en cualquier lugar sin necesidad de pagar estacionamiento porque en definitiva estas en medio de un barrio
- si vas con tren estas literal a 2 minutos de caminata desde la estacion ""el palomar""
- el ambiente es MUY distendido
- el personal de cabina es muy buena onda
- no tuve ningun tipo de inconveniente con el tema valijas (pesos y dimensiones maximas)
- hay wifi gratis y enchufes por todos lados

aspectos negativos:
- el embarque era a las 15:10 y termino siendo a las 15:50. uno se preocupa por llegar a tiempo. me parece una falta de respeto que no se cumpla con el horario de salida
- no hay nada para entretenerse en el viaje. es obligatorio que vayan con libros, celular cargado, cartas, etc  para que no se aburran en el viaje",,muy lindo,,
Mirta Alicia J,,4,"Los vuelos son desde el Palomar, me queda mas cerca que Aeroparque, soy de zona oeste. Si bien el lugar de recepción es chico, son muy agradables en mostrador. Ese aeropuerto se encuentra en refacciones al igual que el de Jujuy. Buena puntualidad de los vuelos y buena atención del personal de cabina. No tiene servicio de refrigerio, pero podes encontrar promociones. Si queres viajar de forma económica y con un equipaje de 6 Kilos, lo podes hacer con esta empresa. Además si programas tu viaje con anticipación, podes encontrar muy buenos precios.",,Correcto,,
Clau2504,,4,"Salimos sin inconvenientes, en horario y un vuelo muy confortable , aviones limpios, atención cordial de sus empleados",,"Sin inconvenientes salio en tiempo ,vuelo tranquilo",,
Simone Perim,,1,Empresa com total descaso pelo cliente. Cancelaram o voo e até o momento não tive a devolução do dinheiro e não tem como reclamar. Deveria ter os serviços interditados pelo ministério publico. Descaso total.,,Cancelamentos e alterações de voos sem comunicação e sem devolução do dinheiro,,
Rolando Bianucci,,4,"El vuelo es a El Palomar, pero no figura en esta página. Me esperaba menor calidad, pero encontré un vuelo en una buena máquina, con personal amable y buena atención. Nada está incluído, hay que pagar hasta un vaso de agua, es lo único que no me acostumbro.",,Me sorprendió gratamente.,,
Solci,,4,"La verdad es que ambos vuelos fueron bueno. No tuvimos problema alguno. Los tripulantes de cabina muy copados.

Lo único a resaltar fue que pague el ingreso vip se podría decir y paso más rápido la gente que no pago nada y encima nos mandaron al bus más lleno. Pero es un detalle mínimo.

En el aeropuerto fueron súper amables y siempre deseando buen viaje. 

Súper recomendado y mas cuando se encuentran precios tan buenos.

Yo pague ida y vuelta $900 más una valija de 9kg.",,El Palomar- Bariloche,,
Romina F,,5,"La atención del personal en su totalidad es super amable.
Los precios de snacks son los adecuados, ni hablar de los pasajes. 
No tuvimos ni un inconveniente y, cuando lo tuvimos, no fue por problemas de la empresa, tuvo que ver con condiciones ajenas a ellos, lo solucionaron en tiempo y forma. 

Recomiendo. ",,Muy buena atención ,,
JulietaMAllende,,1,"La peor experiencia, hasta el momento, en vuelos que he tenido. La dinámica de los/las azafatas dejaba mucho que desear, nunca dijeron las normas de seguridad en inglés (siendo que había pasajeros que no hablaban en español) pero al momento de vender los refrigerios si lo hacían de manera bilingüe. Los pasajeros del vuelo deambulaban por el avión durante todo el vuelo, a tal punto que era complicado poder ir al baño de la cantidad de personas en el pasillo. Al momento del aterrizaje juro que pensé que íbamos a aterrizar sobre los árboles, la gente gritaba y la conducción del piloto fue espantosa. 
NUNCA nos revisaron el DNI en el aeropuerto, al momento de embarcar el encargado de embarque no nos revisó el DNI y anotó los ingresos al avión en un papel dibujando palitos LITERAL.

¡No recomendaría volar por esta aerolínea!",,¡Miedo!,,
danzuar,,5,"excelente experiencia desde la compra hasta el vuelo ida y vuelta. los aviones estaban correctos y la atención lejos mucho mejor que la linea de bandera Aerolíneas Argentina, esto a modo comparación precio/calidad en vuelos s/ territorio Argentino. Lean bien la web antes de comprar porque en el Palomar había gente que hacia reclamos por el tema del equipaje pero eso estaba perfectamente aclarado en la web. Se permite un equipaje de mano tipo mochila/cartera hasta 6 kg sin cargo, pero ojo el carry on por mas que lo lleves arriba hay que pagarlo. en el viaje de ida yo había abonado por el café pero por temas de clima no lo sirvieron, efectúe el reclamo y me reintegraron el valor a la tarjeta de crédito. todo impecable y a buenos valores. seguro voy a volver a viajar gracias 
en mi caso el vuelo fue a Mendoza, en la web dice que se puede despachar por bodega hasta 3 botellas, pero en Plumerillo no lo permitían y lo tuvimos que llevar arriba en la mochila (eso es lo único no claro tanto en la web como en mostrador) pero no tuvimos inconvenientes fuera de ello.",,Excelente en cuanto a mi experiencia,,
Martín R,,5,"Puse Aeroparque porque la opción El Palomar no está disponible (o no la encuentro). He volado tan bien como con otras aerolíneas y tiene la ventaja de que ningún sindicato te puede amargar el viaje con un paro sorpresivo. Quien se haya quedado plantado en Aeroparque a las puertas de un vuelo por trabajo, estudios, salud, temas familiares o hasta de placer, entenderá lo que digo. Flybondy es muy puntual. Todo es muy claro, lo que se compra es el pasaje con equipaje de mano, todos los extras (equipaje en bodega, elección de asientos, embarque prioritario, etc,) se paga aparte; incluyendo el menú de a bordo en el que no hay comidas elaboradas (son vuelos cortos de no más de tres horas como máximo) pero por precios muy convenientes uno tiene una variedad de snacks, te, café, leche chocolatada, cerveza, y hasta fideos con queso.  Funciona y funciona bien. Aviones modernos Boeing 737-800, personal comprometido. Hice seis vuelos. En contra: El Palomar es lindo; tiene el equipamiento mínimo necesario (sala de espera, drugstore,  sanitarios) incluyendo hasta estaciones de carga para los celulares, pero decididamente es chico cuando salen o llegan varios vuelos a la vez. Los baños, normalmente están limpios pero cuando se juntan varios vuelos, el personal no da abasto.",,Más confiable.,,
Bernardo9747,,5,"Excelente servicio,puntualidad, atención ,chek in muy fácil y rápido, 

El trato del personal tanto "" de tierra como el de cabina es súper amable, muy ameno y super profesional
Altamente Recomendable
Volveré a "" Tomarlo """,,"Servicio de primera "" a bajo costo""",,
Emilio S,,5,"Vuelo a horario, buen servicio en el chek inn. Rapida salida del equipaje en ambos aeropuertos aunque el aeropuerto de foz esta colapasado por su tamaño. El servicio a bordo acuerdo a lo pactado. Recomendable.",,Vuelo puntual,,
Nachu Amoroso,,3,"Me parece un servicio bueno teniendo en cuenta que es muy económico y sirve para gastar poco en viajes de pocas horas de vuelo. Ambos vuelos (ida y vuelta) fueron agradables y en tiempo. Teniendo en cuenta que es una línea Low Cost, es una buena opción para escapadas económicas. 

La única crítica es que al Aeropuerto de El Palomar le faltan comodidades y que nos cambiaron dos veces el horario de vuelo, pero se encargaron de avisarnos. Tengan en cuenta responder el teléfono a Números desconocidos y/o email, porque de esa manera avisan. 

",,Bueno para escapadas rapidas,,
Devoto45,,4,"Uno espera incomodidad por ser low cost, pero un avión más amplio que muchos de línea, muy buena la atención, si se quiere comer o beber  algo se paga, a un precio muy razonable
Los trámites son rápidos, sin inconvenientes.
Lo único fue una demora de una hora a la vuelta el aeropuerto de salida es El Palomar
No es tan malo, solo la ubicación no es comoda",,Mejor de lo esperado,,
Christian M,,5,"Excelente vuelo,  muy buena atencion y no pagas de mas. Ojala subsistan a pesar de aerolineas argentinas y sus gremios voraces",,👏👏,,
Anahi F,,5,"Compre el vuelo con casi 6 meses de anticipación,con dudas por ser la primera vez, pero no tuvimos ningún inconveniente. Son súper amables . Volvería a viajar con flybondi.",,Impecable,,
Lautaro S,,5,"Sin problemas y buena atención. A tiempo. Precio bajo. La volvería a elegir.
Buena primer experiencia en vuelo..
...................................................................................................",,Confiable,,
Trek236294,,1,"La empresa flybondi es una porqueria no contestan a sus reclamos. Vas a las oficinas y no te atienden 
Encima en la página no figura la dirección de las oficinas 
Son un desastre como empresa. 
No se la recomiendo a nadie",,Réglamo,,
Mariana,,5,Impecables el vuelo y el servicio. La tripulación muy buena onda y muy bueno también el aeropuerto de El Palomar. Super recomendable.,,Perfecto,,
Gabriela65,,5,Gracias a esta línea aérea pude hacer esta viaje a Cataratas. Destacó la puntualidad y la calidad de sus servicios,,Flybondi,,
guszal1971,,3,Típico low cost....único inconveniente fue querer hacer un cambio de día de ida....y la multa era como viajar en aerolíneas argentina en primera!!!lo demás ...muy bien el personal,,Aceptable,,
Roly T,,4,"Excelente opcion para volar barato! al final pagamos la mitad que una aerolinea normal, salimos a tiempo, las azafatas son piolas, nada de formalidades! excelente que en el aeropuerto del el palomar, tengan el servicio de tienda de leon, por $200 nos dejo en el centro de bsas, plaza italia.
vuelvo a elegirlo por la relacion precio calidad",,"Buen vuelo, salio y volvio a tiempo! relacion precio calidad (muy bueno).",,
Luisella,,4,"Mi pareja y yo utilizamos la empresa Flybondi por primera vez, en el vuelo de ida estuvo todo bien, pero a la vuelta nos encontramos con que cerraron las puertas para embarcar en nuestra cara, habiendo realizado el check in el día anterior y yendo a la hora justa correspondiente. Nos ofrecieron un vuelo dos días después pero abonando una penalidad. No lo consideramos correcto pero quizás llegando siempre con más tiempo de antelación no suceden esas cosas. Sigo recomendando a la empresa porque ofrece la posibilidad de viajar de manera mucho más accesible, solo hay que manejarse con CUIDADO leyendo cada comprobante, horarios y demás.",,"Buen servicio, pero cuidado!!",,
João,,4,"A empresa prestou um serviço excelente, o único porém é que não havia tomadas no avião. Ademais deveria ter mais opções de transporte público em el Palomar, a empresa poderia ter um serviço de ônibus para o Centro",,Ótima empresa porém sem tomada nos aviões,,
Bey1967,,4,"Tuvimos una muy buena experiencia. Muy buena atención a bordo, vuelo puntual de ida y de vuelta y avión bastante cómodo.  La verdad que compramos los pasajes con bastante recelo. Pero todo excelente !!! Precio muy accesible.",,Excelente vuelo !!!,,
LeeW,,1,"Mein lang gebuchter Flug wurde einfach auf den nächsten Tag verschoben, ohne mir Bescheid zu geben. Ich hatte schon Hotels und Auto gebucht und musste mir einen Ersatzflug buchen, das Geld ist weg.
Dabei hatte auch noch KIWI.COM seine Hände im Spiel als Vermittler.",,Sehr schlechter Kunden- Service,,
Journey535316,,4,"El sistema de Tripadvisor no cuenta con vuelos desde EPA, por eso lo detallo en opinión.  Mi vuelos de Flydondi EPA (Bs.As.-Palomar) a Mendoza en enero-19 debía salir a las 6.30 am y salió a las 21.30 hs. al regreso 15.30 hs. y salió 22 hs. Ya tengo cambios anunciados para mi viaje a Bariloche a realizar en junio-19.  Es una aerolínea barata, LOW COST, se viaja bien, con mucho amor, los empleados amorosos, pero peligran las actividades que tengas planeadas hacer en destino el primer día como el último, porque nunca se sabe a que hora salís o a que hora volverás, pero si volas por placer divertite y aprovecha los precios.",,Flybondi - La Libertad de Volar SIN HORARIO FIJO.,,
Sebastián R,,1,"Hice mi primera experiencia Low Cost en Argentina con esta compañía. Pésima equivocación. En primer lugar, el Aeropuerto del Palomar parece un aeródromo. Chico, maneja un volumen de gente para lo que no está preparado. Casi ningún servicio extra. 
En segundo lugar, no saben manejar el despacho de equipaje. Mucha gente no conoce el concepto del negocio y se encuentra conque tiene que pagar cargos extras, que deben abonar al momento del despacho, o gente que no realiza el check-in previo. Eso hace que se formen filas interminables, tiempos enormes de espera para todo el mundo, en vez de contar con filas especiales como hacen la mayoría de las compañías.
En tercer lugar, la imprevisión del viaje: de ida, una reprogramación del vuelo y un retraso de casi una hora en la partida. De vuelta, una reprogramación avisada, y una nueva reprogramación dentro del aeropuerto.
En cuarto lugar, el caos del embarque. En Palomar sobre una misma puerta había gente de dos destinos distintos. A unos los subían a un micro y los llevaban a un anexo por tandas, y al resto los hacían subir al avión más próximo. En Mendoza, filas desordenadas, la gente no sabía donde ubicarse.
Por último, el servicio al cliente: respuestas tardías, sin ofrecer soluciones coherentes, ni ningún tipo de compensación.
No recomiendo a nadie esta compañía aérea. Un desastre.",,Pésima compañía aerea,,
paullissauer,,5,"Prima! Hebben 2 binnenlandse vluchten in Argentinie met Flybondi gedaan. Hadden op de 1e vlucht wat vertraging wat gemeld werd toen we al in het vliegtuig zaten. Ben toen de reviews gaan lezen en schrok me dood. Zag ons al 12 uur zonder eten en drinken vast zitten. Dat viel dus mee. Weliswaar een half uurtje, maar was te overzien. 
Om kort te gaan: bijzonder vriendelijk en behulpzaam grond en luchtpersoneel. Prima vliegtuig, soepele checkin. Hadden een klein beetje overgewicht maar daar maakten ze geen punt van. 
Behalve de ene vertraging verder niets aan de hand. Wat ons betreft een aanrader, zeker wat de prijs betreft.",,Prettige vlucht,,
Carolina997,,4,"Viaje a Bs As para pasar Navidad y todo fue excelente. los vuelos salieron a horario, y no hubo ningún contratiempo. un mes antes me avisaron que el vuelo había cambiado de horario, pero era solamente una hora de diferencia. todo perfecto",,buena experiencia,,
Diego C,,3,"Voos muiito baratos, aviões confortáveis, voo tranquilo. O único problema da companhia são os atrasos e cancelamentos. Meu voo de volta estava marcado para 10h manhã e mudou sem justificativa para 23h.
Mas vale o custo benefício.",,Voos baratos,,
graciela53_11,,3,"el vuelo fue adquirido en mayo 2018 y cambio de horario una vez durante el año y tres veces mas el mismo dia del vuelo.Esto fue avisado por mail, pero ya estabamos en El palomar, y nos trajo varios problemas,Llegamos de noche a Foz y tuvimos mas gastos de los planeados.Cuando reclame a la empresa me dijeron que no tenían politicas de compensacion para estos casos",,no tuve suerte,,
Martin,,4,"Es una aerolinea LowCost, lo que implica que todos los servicios extra se abonan aparte (Equipaje en bodega, comida, check in en el aeropuerto, etc) Tampoco incluye entretenimiento abordo. Como contrapartida, al pagar por lo que uno usa, los pasajes son mucho mas economicos.
Despachamos el equipaje sin problemas. La atencion por parte de los tripulantes de cabina fue sensacional, el vuelo salio y llego en horario. Durante el trayecto ofrecieron opciones para comprar comida y bebidas que no probamos porque era un vuelo de 1 hora. El avion tiene una clase unica y los asientos son bastante comodos. El espacio para piernas es similar al de otras aerolineas.
El aeropuerto de El Palomar esta muy bien arreglado, pero claramente quedo chico con el caudal de vuelos que salen desde alli, aunque esto nada tiene que ver con la aerolinea.",,Excelente experiencia LowCost,,
Martin C,,3,"Flybondi es una aerolinea cuyos aviones salen mas o menos a horario, y con una cuenta de Twitter divertida. Pero no mucho mas.
El embarque en Palomar mezcla despacho de valijas con gente que va a preguntar de qué se trata eso de volar.
En mi caso particular, me arrancaron la rueda de la valija y no se hicieron cargo de la reparacion.
Y me avisaron un rato antes del vuelo que el aeropuerto del que tenia que salir se trasladaba a 40 km del original (Resistencia, en lugar de Corrientes, que iba a estar una semana en reparaciones).
Sirven para volar mas barato que las demas. Es bastante, pero les falta tomar mucha sopa en lo que es organizacion y atencion al publico.",,Te lleva y te trae. Punto.,,
Fabix65,,5,"Excelente vuelo!! Cumplieron horarios- Personal muy amable -Muy bajo precio, para aprovechar !! 
Lo recomiendo",,Excelente,,
E.Cdb,,1,"No se lo recomiendo ni a mi peor enemigo, el vuelo lo tenia reservado desde septiembre...organicé mi viaje con tiempo, reservas de hotel, tickets para teatro, etc. Cuando hice el check-in me habían cambiado el horario de vuelo para 13hs después! Perdí las reservas de hotel y teatro. No siendo suficiente con el cambio de horario, al momento de comenzar el vuelo se retrasó otra hora y media más. Es la primer aerolínea donde me cobran por el carry-on. 
Despues de un vuelo horrible, llegamos a El palomar a las 00hs con un aeropuerto inundado, donde nos mojamos todos los pies, bolsos y equipaje. 
Una experiencia horrible, nunca más en esta aerolínea horrenda",,El peor vuelo de mi vida,,
Sebastian Segura,Local Guide · 19 reseñas · 6 fotos,1 estrellas:,"La peor aerolínea que opera en argentina, las últimas 4 veces que viaje me reprogramaron los vuelos, no respetan a sus clientes y encima los empleados tratan mal a las personas por solo preguntar. Te mienten en la cara y nunca se hacen cargo, EVITEN ESTA AEROLINEA.",2.0,,,
Emmanuel Farid,Local Guide · 31 reseñas · 69 fotos,4 estrellas:,"Me encanta viajar con la empresa, viajo cada mes a diferentes partes del país. Lo único malo y por ello no.llwga a las 5 estrellas es que no están saliendo a horario y cuando salen muy  fuera de hora no hay un trato especial con el…",2.0,,,
Lucas Gayoso,2 reseñas,1 estrellas:,"Una empresa totalmente irresponsable te cancelan el vuelo y te dejan tirado. En mi caso me dejaron tirado en Mendoza con mi mujer, mi hijo de 4 años y mi otro hijo de 8 meses de vida, no te atienden los teléfonos, no te responden los…",,,,
SabrinA Villarreal,2 reseñas,1 estrellas:,"Horrible experiencia, nos cancelaron en el Vuelo por un msj de texto, teníamos que llamar nosotros para reprogramar y no nos atendían, no nos dieron hospedaje y nos quedamos barbados 1 día y medio con una nena de 4 años, cuando conseguimos vuelo se demoro 4hs y estaba todo sucio el Avión. Horrible experiencia.. No lo Recomiendo",,,,
Ailin Olivieri,4 reseñas,1 estrellas:,"Una vergüenza la atención. Llamo para pagar equipaje extra y como no les funciona la pagina me hacen pagar el doble en el aeropuerto. Me dicen que el problema es mío, ya intenté con 2 navegadores distintos, con 3 tarjetas distintas, 3 mails distintos y nada. De cuarta, si necesitan equipaje extra NO VUELEN CON ESTA EMPRESA",,,,
Luis Bogliolo,Local Guide · 76 reseñas · 8 fotos,1 estrellas:,"En Iguazú el mismo día cancelaron el vuelo, no lo reprogramaron ni ningún intento de acomodarnos en otro vuelo. Solo te lo cancelan y te ofrecen sacar otro vuelo en 30 días o devolverte el dinero. Tenés que tener mucha paciencia, tiempo y plata para bancar los alojamientos si volas con esta empresa.",1.0,,,
Noelia Figueredo,7 reseñas · 2 fotos,1 estrellas:,"Siempre te cambian los vuelos , los horarios, etc. pero esta vez me lo retrasaron por una semana, estando de vacaciones. Ósea que tenía que conseguirme un hospedaje por 9 días, gastar en comida, no poder volver a mi trabajo. etc etc. tuve…",,,,
Seba Manz,Local Guide · 338 reseñas · 1.802 fotos,5 estrellas:,"Buena aerolínea!
Me hicieron un cambio en el horario del vuelo, tanto para ir como para volver, algo que no me gustó!…",3.0,,,
Agustina Goriz,2 reseñas,1 estrellas:,Escribiendo desde el aeropuerto de Mendoza ya que nos reprogramaron el vuelo para venir que perdi el dia gracias a eso y ahora nos reprograman para volver 2 AM en ezeiza cuando era aeroparque y nos llevan en un autobus hasta el aeroparque…,,,,
Juani Choni,Local Guide · 141 reseñas · 29 fotos,3 estrellas:,"1) Te cambian los horarios y lugares del vuelo con poca anticipación. El gasto es otro si salis de Ezeiza...
2) Los asientos están tan cerca que, sin ser alto, te tocan las rodillas con el…",,,,
MUNDO BAIK,Local Guide · 358 reseñas · 551 fotos,1 estrellas:,"Noticias en esperar 5 horas en el aeropuerto de tucumán para un vuelo a ezeiza. Faltando 1 hora y media cancela en el vuelo a las 10:30 de la noche.
Tuve que pagar un transfer un hotel una cena un almuerzo para el otro día…",,,,
leonela santilli,5 reseñas · 1 foto,1 estrellas:,"Toda esa gente está esperando que entreguen las valijas de un vuelo que debería haber llegado 7 am. Las valijas fueron enviadas, x exceso de peso en el avión, en otro vuelo. La desprolijidad y falta de respeto que manejan es increíble. Son…",5.0,,,
Victoria Pons,Local Guide · 14 reseñas · 44 fotos,1 estrellas:,"Buen día, me pongo en contacto porque realicé un pago que me salía ""pendiente"" y no me dejaba hacer el check in del vuelo. Después de pagarlo, y de mil intentos de comunicarme por teléfono me informan que esto no lo debería haber pagado ya…",,,,
Carlos Andres Manriquez,12 reseñas · 3 fotos,1 estrellas:,"La peor compañía aérea de argentina. Realmente desastrosa. Cancelan los vuelos a pocas horas de salir o en el mismo momento. No reconocen gastos extras, ni traslados ni comidas ni nada por sus cancelaciones. No cumplen la ley. Me cancelaron la noche anterior sin darme ninguna otra opción. JAMÁS COMPREN EN ESTA  COMPAÑÍA",1.0,,,
María Auxiliadora Faican,2 reseñas,1 estrellas:,Me reprogramaron un vuelo 4 veces en un solo día y nadie contestaba el teléfono que dejan como opción para resolver estos problemas. Muy mal,,,,
Romina Boggio,Local Guide · 37 reseñas · 26 fotos,1 estrellas:,"Vuelo a El Calafate que debía partir 6.10 AM, lo demoraron por 4ta. Vez para las 11.30 . Limpian culpas y falta de explicación clara con café + 2 facturas. Una vergüenza y falta de respeto.  Por 5 vez reprograman vuelo a las 12.45... una vergüenza",4.0,,,
V Rodriguez “vanoro”,Local Guide · 89 reseñas · 55 fotos,4 estrellas:,"La experiencia se puede decir que  fue buena, en el caso de asistencia especial al pasajero, en la ida impecable en la vuelta nos informaron que se lo comentemos a la azafata y todo lo amable que fue antes de iniciar, no lo fueron al llegar…",,,,
Noelia Quiñones (Betsi),Local Guide · 131 reseñas · 309 fotos,3 estrellas:,"Es una manera económica de viajar, pero como dice el dicho lo barato sale caro. En este año tomé 10 aviones con Flybondi y no hubo ni un solo vuelo que no haya tenido demoras o cancelaciones, o lo clásico el cambio de horarios, que si tenés una agenda planeada te desmorona todo",2.0,,,
Oscar Fink,3 reseñas,1 estrellas:,Horas antes del vuelo fue cancelado. Desde que nos llegó el mensaje 5 personas estuvimos intentando comunicarnos por 3 hs literal y nunca pudimos hablar con nadie.  O sea ni posibilidad de reprogramar tuvimos.…,,,,
Ailén Marino,Local Guide · 42 reseñas,2 estrellas:,Mala experiencia. Nos cambiaron los horarios y fechas del vuelo. Perdiamos los pasajes de los transfers desde los aeropuertos a las ciudades. Se movían las reservas de los hoteles. Nos pasaron la vuelta de un domingo a las 16hrs a un lunes…,,,,
Ricardo Martinez,Local Guide · 300 reseñas · 203 fotos,2 estrellas:,"Un desastre, más de 3 horas haciendo cola en Ezeiza, juntan muchos vuelos y tienen poca gente haciendo el check-in, para nada recomendable, y en el vuelo ni refrigerio dan, si pueden evitarlo usen otras compañías...",3.0,,,
Gabriel Burdiles,1 reseña,1 estrellas:,Me llego  en el día el aviso de que cambiaba de aero puerto para el despegue fui a aeroparque  y resultó ser en ezeiza después de correr al aeropuerto  y llegar 40minutos antes del despegue no me dejaron embarcar.. pero entiendo lo que me…,,,,
los tutus,5 reseñas,1 estrellas:,Si pudiera no le daría estrellas pésimo servicio nuevamente te cancelan vuelos te cambian el aeropuerto en mitad del vuelo una empresa nada seria que juega con el tiempo y dinero del cliente hoy en día conviene viajar en micro antes que con esta empresa nefasta que le falta al respeto a su clientes,,,,
Andrea Rao,52 reseñas · 3 fotos,1 estrellas:,Tenia dos pasajes pagos para Neuquen el 24 de mayo y me  llega un mail diciendo que esta cancelado y me dan como opción viajar el día después. Yo voy por un evento especial por eso la fecha. Cuando quiero intentar cambiarlo para un día…,,,,
Julián Criado,Local Guide · 262 reseñas · 9 fotos,1 estrellas:,"Es muy mala, trataría de evitar esta aerolínea a toda costa. Cuatro veces reprogramó nuestro vuelo. La atención al cliente es un desastre tanto en el aeropuerto como por comunicación telefónica. Lo siento mucho por aquellos que solo pueden optar por este servicio.",,,,
Tomás,6 reseñas · 2 fotos,1 estrellas:,"Según datos recopilados por FlightAware, una plataforma especializada en aviación, Flybondi es la peor aerolínea del mundo tras registrar un alarmante 30% de cancelación de vuelos, situándola en la cima de la lista junto con Genghis Kan Airlines de Mongolia.",1.0,,,
G K “Gk”,8 reseñas,1 estrellas:,"-NO VIAJEN CON FLYBONDI-
Me reprogramaron el vuelo para el otro dia, no atienden el telefono ni responden mensajes, no te dan ninguna explicacion y no les importa nada. Solo quieren…",2.0,,,
Luis Safarano,133 reseñas · 2 fotos,1 estrellas:,"Un desastre!! Nunca van a lograr en ningún teléfono poder comunicarse y si tenés esa suerte, menos q te atiendan. No contestan mails ni WhatsApp. Cancelan los vuelos reiterativamente sin dar explicaciones y por sobre todo vas al aeropuerto…",,,,
